Mod:Item:MetaData, Localized Name
GalacticraftCore:tile.rocketWorkbench, NASA Workbench
GalacticraftCore:tile.gcBlockCore:3, Tin Decoration Block
GalacticraftCore:tile.gcBlockCore:4, Tin Decoration Block
GalacticraftCore:tile.gcBlockCore:5, Copper Ore
GalacticraftCore:tile.gcBlockCore:6, Tin Ore
GalacticraftCore:tile.gcBlockCore:7, Aluminum Ore
GalacticraftCore:tile.gcBlockCore:8, Silicon Ore
GalacticraftCore:tile.gcBlockCore:9, Copper Block
GalacticraftCore:tile.gcBlockCore:10, Tin Block
GalacticraftCore:tile.gcBlockCore:11, Aluminum Block
GalacticraftCore:tile.gcBlockCore:12, Solid Meteoric Iron
GalacticraftCore:tile.airLockFrame:0, Air Lock Frame
GalacticraftCore:tile.airLockFrame:1, Air Lock Controller
GalacticraftCore:tile.airLockSeal, Air Lock Seal
GalacticraftCore:tile.enclosed:14, Sealable Aluminum Wire
GalacticraftCore:tile.enclosed:15, Sealable Heavy Aluminum Wire
GalacticraftCore:tile.enclosed:1, Sealable Oxygen Pipe
GalacticraftCore:tile.spaceStationBase, Space Station arrival block
GalacticraftCore:tile.dummyblock:0, tile.dummyblock.null.name
GalacticraftCore:tile.parachest, Parachest
GalacticraftCore:tile.solar:0, Basic Solar Panel
GalacticraftCore:tile.solar:4, Advanced Solar Panel
GalacticraftCore:tile.dish, Communications Dish
GalacticraftCore:tile.machine:0, Coal Generator
GalacticraftCore:tile.machine:12, Compressor
GalacticraftCore:tile.machine2:0, Electric Compressor
GalacticraftCore:tile.machine2:4, Circuit Fabricator
GalacticraftCore:tile.machine2:8, Oxygen Storage Module
GalacticraftCore:tile.machineTiered:0, Energy Storage Module
GalacticraftCore:tile.machineTiered:4, Electric Furnace
GalacticraftCore:tile.machineTiered:8, Energy Storage Cluster
GalacticraftCore:tile.machineTiered:12, Electric Arc Furnace
GalacticraftCore:tile.aluminumWire:0, Aluminum Wire
GalacticraftCore:tile.aluminumWire:1, Heavy Aluminum Wire
GalacticraftCore:tile.glowstoneTorch, Glowstone Torch
GalacticraftCore:tile.fallenMeteor, Fallen Meteor
GalacticraftCore:tile.moonBlock:0, Copper Ore
GalacticraftCore:tile.moonBlock:1, Tin Ore
GalacticraftCore:tile.moonBlock:2, Cheese Ore
GalacticraftCore:tile.moonBlock:3, Moon Dirt
GalacticraftCore:tile.moonBlock:4, Moon Rock
GalacticraftCore:tile.moonBlock:5, Moon Turf
GalacticraftCore:tile.moonBlock:14, Moon Dungeon Brick
GalacticraftCore:tile.cheeseBlock, Block of Cheese
GalacticraftCore:tile.spinThruster, Spin Thruster
GalacticraftCore:tile.viewScreen, Display Screen
GalacticraftCore:tile.telemetry, Telemetry Unit
GalacticraftCore:tile.arclamp, Arc Lamp
GalacticraftCore:tile.treasureChest, Treasure Chest
GalacticraftCore:tile.tinStairs1, Tin Decoration Stairs
GalacticraftCore:tile.tinStairs2, Tin Decoration Stairs
GalacticraftCore:tile.moonStoneStairs, Moon Rock Stairs
GalacticraftCore:tile.moonBricksStairs, Moon Dungeon Brick Stairs
GalacticraftCore:tile.wallGC:0, Tin Decoration Wall
GalacticraftCore:tile.wallGC:1, Tin Decoration Wall
GalacticraftCore:tile.wallGC:2, Moon Rock Wall
GalacticraftCore:tile.wallGC:3, Moon Dungeon Brick Wall
GalacticraftCore:tile.wallGC:4, Mars Cobblestone Wall
GalacticraftCore:tile.wallGC:5, Mars Dungeon Brick Wall
GalacticraftCore:slabGCHalf:0, Tin Decoration Slab
GalacticraftCore:slabGCHalf:1, Tin Decoration Slab
GalacticraftCore:slabGCHalf:2, Moon Rock Slab
GalacticraftCore:slabGCHalf:3, Moon Dungeon Brick Slab
GalacticraftCore:slabGCHalf:4, Mars Cobblestone Slab
GalacticraftCore:slabGCHalf:5, Mars Dungeon Brick Slab
GalacticraftCore:slabGCDouble:0, tile.slabGCDouble.tinSlab.name
GalacticraftCore:slabGCDouble:1, tile.slabGCDouble.tinSlab.name
GalacticraftCore:slabGCDouble:2, tile.slabGCDouble.moonSlab.name
GalacticraftCore:slabGCDouble:3, tile.slabGCDouble.moonBricksSlab.name
GalacticraftCore:slabGCDouble:4, tile.slabGCDouble.marsSlab.name
GalacticraftCore:slabGCDouble:5, tile.slabGCDouble.marsBricksSlab.name
GalacticraftCore:tile.unlitTorch_Stone, Stone Torch
GalacticraftCore:tile.unlitTorchLit_Stone, Stone Torch
GalacticraftMars:tile.treasureT2, Tier 2 Treasure Chest
GalacticraftMars:tile.treasureT3, Tier 3 Treasure Chest
GalacticraftMars:tile.asteroidsBlock:0, Asteroid Rock
GalacticraftMars:tile.asteroidsBlock:1, Asteroid Rock
GalacticraftMars:tile.asteroidsBlock:2, Asteroid Rock
GalacticraftMars:tile.asteroidsBlock:3, Aluminum Ore
GalacticraftMars:tile.asteroidsBlock:4, Ilmenite Ore
GalacticraftMars:tile.asteroidsBlock:5, Iron Ore
GalacticraftMars:tile.walkway, Walkway
GalacticraftMars:tile.walkwayWire, Walkway
GalacticraftMars:tile.walkwayOxygenPipe, Walkway
GalacticraftMars:tile.beamReflector, Energy Beam Reflector
GalacticraftMars:tile.beamReceiver, Energy Beam Receiver
GalacticraftMars:tile.telepadShort, Short Range Telepad
GalacticraftMars:tile.telepadFake, tile.telepadFake.name
GalacticraftMars:tile.denseIce, Dense Ice
GalacticraftMars:tile.minerBase, Astro Miner Base
GalacticraftMars:tile.minerBaseFull, tile.minerBaseFull.name
GalacticraftMars:tile.mars:0, Copper Ore
GalacticraftMars:tile.mars:1, Tin Ore
GalacticraftMars:tile.mars:2, Desh Ore
GalacticraftMars:tile.mars:3, Iron Ore
GalacticraftMars:tile.mars:4, Mars Cobblestone
GalacticraftMars:tile.mars:5, Mars Surface Rock
GalacticraftMars:tile.mars:6, Mars Sub-Surface Rock
GalacticraftMars:tile.mars:7, Mars Dungeon Brick
GalacticraftMars:tile.mars:8, Block of Desh
GalacticraftMars:tile.mars:9, Mars Stone
GalacticraftMars:tile.sludge, Bacterial Sludge
GalacticraftMars:tile.cavernVines, Cavernous Vines
GalacticraftMars:tile.slimelingEgg:0, Red Slimeling Egg
GalacticraftMars:tile.slimelingEgg:1, Blue Slimeling Egg
GalacticraftMars:tile.slimelingEgg:2, Yellow Slimeling Egg
GalacticraftMars:tile.creeperEgg, Creeper Egg
GalacticraftMars:tile.marsMachine:0, Terraformer
GalacticraftMars:tile.marsMachine:4, Cryogenic Chamber
GalacticraftMars:tile.marsMachine:8, Launch Controller
GalacticraftMars:tile.marsMachineT2:0, Gas Liquefier
GalacticraftMars:tile.marsMachineT2:4, Methane Synthesizer
GalacticraftMars:tile.marsMachineT2:8, Water Electrolyzer
GalacticraftMars:tile.marsCobblestoneStairs, Mars Cobblestone Stairs
GalacticraftMars:tile.marsDungeonBricksStairs, Mars Dungeon Brick Stairs
GalacticraftMars:tile.hydrogenPipe, Hydrogen Pipe
GardenContainers:wood_window_box:0, Oak Window Box
GardenContainers:wood_window_box:1, Spruce Window Box
GardenContainers:wood_window_box:2, Birch Window Box
GardenContainers:wood_window_box:3, Jungle Window Box
GardenContainers:wood_window_box:4, Acacia Window Box
GardenContainers:wood_window_box:5, Dark Oak Window Box
GardenContainers:stone_window_box:0, Stone Window Box
GardenContainers:stone_window_box:1, Stone Brick Window Box
GardenContainers:stone_window_box:2, Mossy Stone Brick Window Box
GardenContainers:stone_window_box:3, Brick Window Box
GardenContainers:stone_window_box:4, Nether Brick Window Box
GardenContainers:stone_window_box:5, Sandstone Window Box
GardenContainers:decorative_pot:0, Decorative Flower Pot
GardenContainers:decorative_pot:1, Decorative Flower Pot (Chiseled)
GardenContainers:decorative_pot:2, Decorative Flower Pot (Pillar)
GardenContainers:large_pot:0, Large Flower Pot
GardenContainers:large_pot:1, Raw Large Flower Pot
GardenContainers:large_pot_colored:0, Black Large Flower Pot
GardenContainers:large_pot_colored:1, Red Large Flower Pot
GardenContainers:large_pot_colored:2, Green Large Flower Pot
GardenContainers:large_pot_colored:3, Brown Large Flower Pot
GardenContainers:large_pot_colored:4, Blue Large Flower Pot
GardenContainers:large_pot_colored:5, Purple Large Flower Pot
GardenContainers:large_pot_colored:6, Cyan Large Flower Pot
GardenContainers:large_pot_colored:7, Light Gray Large Flower Pot
GardenContainers:large_pot_colored:8, Gray Large Flower Pot
GardenContainers:large_pot_colored:9, Pink Large Flower Pot
GardenContainers:large_pot_colored:10, Lime Large Flower Pot
GardenContainers:large_pot_colored:11, Yellow Large Flower Pot
GardenContainers:large_pot_colored:12, Light Blue Large Flower Pot
GardenContainers:large_pot_colored:13, Magenta Large Flower Pot
GardenContainers:large_pot_colored:14, Orange Large Flower Pot
GardenContainers:large_pot_colored:15, White Large Flower Pot
GardenContainers:medium_pot:0, Medium Flower Pot
GardenContainers:medium_pot_colored:0, Black Medium Flower Pot
GardenContainers:medium_pot_colored:1, Red Medium Flower Pot
GardenContainers:medium_pot_colored:2, Green Medium Flower Pot
GardenContainers:medium_pot_colored:3, Brown Medium Flower Pot
GardenContainers:medium_pot_colored:4, Blue Medium Flower Pot
GardenContainers:medium_pot_colored:5, Purple Medium Flower Pot
GardenContainers:medium_pot_colored:6, Cyan Medium Flower Pot
GardenContainers:medium_pot_colored:7, Light Gray Medium Flower Pot
GardenContainers:medium_pot_colored:8, Gray Medium Flower Pot
GardenContainers:medium_pot_colored:9, Pink Medium Flower Pot
GardenContainers:medium_pot_colored:10, Lime Medium Flower Pot
GardenContainers:medium_pot_colored:11, Yellow Medium Flower Pot
GardenContainers:medium_pot_colored:12, Light Blue Medium Flower Pot
GardenContainers:medium_pot_colored:13, Magenta Medium Flower Pot
GardenContainers:medium_pot_colored:14, Orange Medium Flower Pot
GardenContainers:medium_pot_colored:15, White Medium Flower Pot
GardenContainers:pottery_table, Pottery Table
GardenCore:garden_soil, Garden Soil
GardenCore:garden_farmland, Tilled Garden Soil
GardenCore:garden_proxy, Garden Proxy
GardenCore:small_fire, Small Fire
GardenCore:compost_bin, Compost Bin
GardenStuff:heavy_chain:0, Heavy Iron Chain
GardenStuff:heavy_chain:1, Heavy Gold Chain
GardenStuff:heavy_chain:3, Heavy Rusted Chain
GardenStuff:heavy_chain:4, Heavy Wrought Iron Chain
GardenStuff:heavy_chain:5, Heavy Mossy Chain
GardenStuff:light_chain:0, Light Iron Chain
GardenStuff:light_chain:1, Light Gold Chain
GardenStuff:light_chain:3, Light Rusted Chain
GardenStuff:light_chain:4, Light Wrought Iron Chain
GardenStuff:light_chain:5, Light Mossy Chain
GardenStuff:lattice:0, Iron Lattice
GardenStuff:lattice:1, Rusty Lattice
GardenStuff:lattice:2, Wrought Iron Lattice
GardenStuff:lattice:3, Mossy Lattice
GardenStuff:lattice_wood:0, Oak Wood Lattice
GardenStuff:lattice_wood:1, Spruce Wood Lattice
GardenStuff:lattice_wood:2, Birch Wood Lattice
GardenStuff:lattice_wood:3, Jungle Wood Lattice
GardenStuff:lattice_wood:4, Acacia Wood Lattice
GardenStuff:lattice_wood:5, Dark Oak Wood Lattice
GardenStuff:root_cover, tile.gardenstuff.rootCover.name
GardenStuff:lantern:0, Garden Lantern
GardenStuff:lantern:0, Garden Lantern
GardenStuff:lantern:1, Garden Lantern
GardenStuff:lantern:2, Garden Lantern
GardenStuff:lantern:3, Garden Lantern
GardenStuff:lantern:4, Garden Lantern
GardenStuff:lantern:5, Garden Lantern
GardenStuff:lantern:6, Garden Lantern
GardenStuff:lantern:7, Garden Lantern
GardenStuff:lantern:8, Garden Lantern
GardenStuff:lantern:9, Garden Lantern
GardenStuff:lantern:10, Garden Lantern
GardenStuff:lantern:11, Garden Lantern
GardenStuff:lantern:12, Garden Lantern
GardenStuff:lantern:13, Garden Lantern
GardenStuff:lantern:14, Garden Lantern
GardenStuff:lantern:15, Garden Lantern
GardenStuff:metal_block, Block of Wrought Iron
GardenStuff:stone_block, Block of Charcoal
GardenStuff:fence:0, Wrought Iron Fence
GardenStuff:fence:1, Wrought Iron Fence
GardenStuff:fence:2, Wrought Iron Fence
GardenStuff:fence:3, Wrought Iron Fence
GardenStuff:bloomery_furnace, Bloomery Furnace
GardenStuff:moss_brick:0, Mossy Stone Bricks
GardenStuff:moss_brick:1, Mossy Stone Bricks
GardenStuff:moss_brick:2, Mossy Stone Bricks
GardenStuff:moss_brick:3, Mossy Cracked Stone Bricks
GardenStuff:moss_brick:4, Mossy Cracked Stone Bricks
GardenStuff:moss_brick:5, Mossy Cracked Stone Bricks
GardenStuff:moss_brick:6, Mossy Cracked Stone Bricks
GardenTrees:sapling:0, Pine Sapling
GardenTrees:sapling:1, Swamp Sapling
GardenTrees:sapling:2, Tall Birch Sapling
GardenTrees:thin_log:0, Oak Wood Post
GardenTrees:thin_log:1, Spruce Wood Post
GardenTrees:thin_log:2, Birch Wood Post
GardenTrees:thin_log:3, Jungle Wood Post
GardenTrees:thin_log:4, Acacia Wood Post
GardenTrees:thin_log:5, Dark Oak Wood Post
GardenTrees:thin_log_fence:0, Oak Wood Post Fence
GardenTrees:thin_log_fence:1, Spruce Wood Post Fence
GardenTrees:thin_log_fence:2, Birch Wood Post Fence
GardenTrees:thin_log_fence:3, Jungle Wood Post Fence
GardenTrees:thin_log_fence:4, Acacia Wood Post Fence
GardenTrees:thin_log_fence:5, Dark Oak Wood Post Fence
GardenTrees:ivy, Devil's Ivy
GardenTrees:strange_plant, Strange Plant
GrygrFlzr_GlowstoneWire:glowstone_wire, Glowstone Wire
GregsLighting:carbideFloodlight, Carbide Floodlight
GregsLighting:floodlightBeam, tile.gcewing_lighting:floodlightBeam.name
GregsLighting:floodlight, Floodlight
HardcoreEnderExpansion:enhanced_tnt, TNT
HardcoreEnderExpansion:end_powder_ore, End Powder Ore
HardcoreEnderExpansion:void_chest, Void Chest
HardcoreEnderExpansion:end_stone_terrain:0, Infested End Stone
HardcoreEnderExpansion:end_stone_terrain:1, Burned End Stone
HardcoreEnderExpansion:end_stone_terrain:2, Enchanted End Stone
HardcoreEnderExpansion:laboratory_stairs, Laboratory Stairs
HardcoreEnderExpansion:death_flower_pot, tile.flowerPot.name
HardcoreEnderExpansion:obsidian_stairs, Obsidian Stairs
HardcoreEnderExpansion:stardust_ore, Stardust Ore
HardcoreEnderExpansion:death_flower:0, Death Flower
HardcoreEnderExpansion:death_flower:15, Death Flower
HardcoreEnderExpansion:decomposition_table, Decomposition Table
HardcoreEnderExpansion:laboratory_obsidian, Laboratory Obsidian
HardcoreEnderExpansion:corrupted_energy_high, Unnamed Block, report to mod author.
HardcoreEnderExpansion:ravaged_brick_glow, Glowing Ravaged Brick
HardcoreEnderExpansion:dungeon_puzzle:13, Dungeon Puzzle (Wall)
HardcoreEnderExpansion:dungeon_puzzle:14, Dungeon Puzzle (Rock)
HardcoreEnderExpansion:dungeon_puzzle:15, Dungeon Puzzle (Ceiling)
HardcoreEnderExpansion:dungeon_puzzle:12, Dungeon Puzzle (Disabled)
HardcoreEnderExpansion:dungeon_puzzle:0, Dungeon Puzzle (Triggerable - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:1, Dungeon Puzzle (Triggerable - Lit)
HardcoreEnderExpansion:dungeon_puzzle:2, Dungeon Puzzle (Non-triggerable - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:3, Dungeon Puzzle (Non-triggerable - Lit)
HardcoreEnderExpansion:dungeon_puzzle:4, Dungeon Puzzle (Distributor - Spread - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:5, Dungeon Puzzle (Distributor - Spread - Lit)
HardcoreEnderExpansion:dungeon_puzzle:6, Dungeon Puzzle (Distributor - Square - Unlit)
HardcoreEnderExpansion:dungeon_puzzle:7, Dungeon Puzzle (Distributor - Square - Lit)
HardcoreEnderExpansion:laboratory_floor, Laboratory Floor
HardcoreEnderExpansion:custom_spawner, Monster Spawner
HardcoreEnderExpansion:cinder, Cinder
HardcoreEnderExpansion:spooky_leaves, Spooky Leaves
HardcoreEnderExpansion:igneous_rock_ore, Igneous Rock Ore
HardcoreEnderExpansion:enderman_head_block, Enderman Head
HardcoreEnderExpansion:obsidian_end, Falling Obsidian
HardcoreEnderExpansion:endium_ore, Endium Ore
HardcoreEnderExpansion:crossed_decoration:2, Thorny Bush
HardcoreEnderExpansion:crossed_decoration:3, Infested Bush
HardcoreEnderExpansion:crossed_decoration:4, Infested Fern
HardcoreEnderExpansion:crossed_decoration:5, Infested Grass
HardcoreEnderExpansion:crossed_decoration:6, Lilyfire
HardcoreEnderExpansion:crossed_decoration:7, Tall Violet Moss
HardcoreEnderExpansion:crossed_decoration:8, Moderate Violet Moss
HardcoreEnderExpansion:crossed_decoration:9, Short Violet Moss
HardcoreEnderExpansion:crossed_decoration:10, Flameweed
HardcoreEnderExpansion:crossed_decoration:11, Flameweed
HardcoreEnderExpansion:crossed_decoration:12, Flameweed
HardcoreEnderExpansion:crossed_decoration:13, Shadow Orchid
HardcoreEnderExpansion:obsidian_special:0, Smooth Obsidian
HardcoreEnderExpansion:obsidian_special:1, Chiseled Obsidian
HardcoreEnderExpansion:obsidian_special:2, Obsidian Pillar
HardcoreEnderExpansion:block_special_effects:1, specialEffects.1.name
HardcoreEnderExpansion:block_special_effects:2, specialEffects.2.name
HardcoreEnderExpansion:block_special_effects:3, specialEffects.3.name
HardcoreEnderExpansion:block_special_effects:4, specialEffects.4.name
HardcoreEnderExpansion:block_special_effects:5, specialEffects.5.name
HardcoreEnderExpansion:experience_table, Experience Table
HardcoreEnderExpansion:ravaged_brick:0, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:1, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:2, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:3, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:4, Ravaged Brick
HardcoreEnderExpansion:ravaged_brick:5, Ravaged Brick
HardcoreEnderExpansion:sphalerite:0, Sphalerite
HardcoreEnderExpansion:sphalerite:1, Sphalerite with Stardust
HardcoreEnderExpansion:ravaged_brick_fence, Ravaged Brick Fence
HardcoreEnderExpansion:biome_core, tile.biomeIslandCore.name
HardcoreEnderExpansion:essence_altar:0, Basic Essence Altar
HardcoreEnderExpansion:essence_altar:1, Dragon Essence Altar
HardcoreEnderExpansion:essence_altar:2, Fiery Essence Altar
HardcoreEnderExpansion:essence_altar:3, Spectral Essence Altar
HardcoreEnderExpansion:obsidian_special_glow:0, Smooth Glowing Obsidian
HardcoreEnderExpansion:obsidian_special_glow:1, Chiseled Glowing Obsidian
HardcoreEnderExpansion:obsidian_special_glow:2, Glowing Obsidian Pillar
HardcoreEnderExpansion:ravaged_brick_slab:0, Ravaged Brick Slab
HardcoreEnderExpansion:persegrit:0, Persegrit
HardcoreEnderExpansion:persegrit:1, Persegrit
HardcoreEnderExpansion:persegrit:2, Persegrit
HardcoreEnderExpansion:persegrit:3, Persegrit
HardcoreEnderExpansion:persegrit:4, Persegrit
HardcoreEnderExpansion:persegrit:5, Persegrit
HardcoreEnderExpansion:persegrit:6, Persegrit
HardcoreEnderExpansion:persegrit:7, Persegrit
HardcoreEnderExpansion:persegrit:8, Persegrit
HardcoreEnderExpansion:persegrit:9, Persegrit
HardcoreEnderExpansion:persegrit:10, Persegrit
HardcoreEnderExpansion:persegrit:11, Persegrit
HardcoreEnderExpansion:persegrit:12, Persegrit
HardcoreEnderExpansion:persegrit:13, Persegrit
HardcoreEnderExpansion:persegrit:14, Persegrit
HardcoreEnderExpansion:persegrit:15, Persegrit
HardcoreEnderExpansion:endium_block, Endium Block
HardcoreEnderExpansion:corrupted_energy_low, Unnamed Block, report to mod author.
HardcoreEnderExpansion:transport_beacon, Transport Beacon
HardcoreEnderExpansion:energy_extraction_table, Extraction Table
HardcoreEnderExpansion:laboratory_glass, Laboratory Glass
HardcoreEnderExpansion:spooky_log, Spooky Log
HardcoreEnderExpansion:energy_cluster, Energy Cluster
HardcoreEnderExpansion:enhanced_brewing_stand_block, tile.brewingStand.name
HardcoreEnderExpansion:ender_goo, Ender Goo
HardcoreEnderExpansion:temple_end_portal, tile.templeEndPortal.name
HardcoreEnderExpansion:ravaged_brick_smooth, Smooth Ravaged Brick
HardcoreEnderExpansion:ravaged_brick_stairs, Ravaged Brick Stairs
HardcoreEnderExpansion:accumulation_table, Accumulation Table
HardcoreEnderExpansion:laser_beam, tile.laserBeam.name
HardcoreEnderExpansion:instability_orb_ore, Instability Orb Ore
HatStand:hats.addon.hatstands.block, Hat Stand
hgp:hgpPane, Glass Pane
hgp:hgpColoredPane:0, White Stained Glass Pane
hgp:hgpColoredPane:1, Orange Stained Glass Pane
hgp:hgpColoredPane:2, Magenta Stained Glass Pane
hgp:hgpColoredPane:3, Light Blue Stained Glass Pane
hgp:hgpColoredPane:4, Yellow Stained Glass Pane
hgp:hgpColoredPane:5, Lime Stained Glass Pane
hgp:hgpColoredPane:6, Pink Stained Glass Pane
hgp:hgpColoredPane:7, Gray Stained Glass Pane
hgp:hgpColoredPane:8, Light Gray Stained Glass Pane
hgp:hgpColoredPane:9, Cyan Stained Glass Pane
hgp:hgpColoredPane:10, Purple Stained Glass Pane
hgp:hgpColoredPane:11, Blue Stained Glass Pane
hgp:hgpColoredPane:12, Brown Stained Glass Pane
hgp:hgpColoredPane:13, Green Stained Glass Pane
hgp:hgpColoredPane:14, Red Stained Glass Pane
hgp:hgpColoredPane:15, Black Stained Glass Pane
IronChest:BlockIronChest:0, Iron Chest
IronChest:BlockIronChest:1, Gold Chest
IronChest:BlockIronChest:2, Diamond Chest
IronChest:BlockIronChest:3, Copper Chest
IronChest:BlockIronChest:4, Silver Chest
IronChest:BlockIronChest:5, Crystal Chest
IronChest:BlockIronChest:6, Obsidian Chest
IronChest:BlockIronChest:7, DirtChest 9000!
JABBA:barrel, Better Barrel
Mekanism:BasicBlock:0, Osmium Block
Mekanism:BasicBlock:1, Bronze Block
Mekanism:BasicBlock:2, Refined Obsidian
Mekanism:BasicBlock:3, Charcoal Block
